id_surto,nome,data,num_aprox_exposto,tipo_local_surto,cep,logradouro,logradouro_numero,municipio_surto,status,instituicao_id,data_cadastro
1182,CERVEJARIA COLONIA -Toledo,2020-01-12,340,93,85905625,Rua Barão do Rio Branco,4188,412770,2,0,
347,ONNIX FARMÁCIA E MANIPULAÇÃO - IVAIPORÃ,2020-07-24,60,51,86870000,AVENIDA SOUZA NAVES,1195,411150,2,0,
323,10a REGIONAL DE SAÚDE - CASCAVEL,2020-08-05,200,2,85850000,Av Tancredo Neves,1453,410480,2,0,
1161,14ª BANCO DO BRASIL ,2021-01-06,10,16,87780000,AV: TAPEJARA ,153,411800,2,0,
678,LATICÍNIO LATVIDA,2020-10-04,47,49,85560000,RUA BOM JESUS,3331,410540,2,0,
325,HUBE DISTRIBUIDORA - CASCAVEL,2020-06-12,170,23,85804606,Rua Padre Pedro Canísio Henz,0,410480,2,0,
341,LAR SAO VICENTE DE PAULA - RIBEIRAO DO PINHAL,2020-07-14,67,7,86490000,Rua Frederico Ozanan,2,412190,2,1101,
1168,Copagril- Quatro Pontes,2021-01-20,12,83,85940000,"Rodovia PR 239, SN, Saída para Novo Sarandi",239,412085,2,0,
332,LOJA CRISTINA,2020-07-22,6,52,84620000,Avenida Presidente Getúlio Vargas,0,410680,2,0,
311,SUPERMERCADO PARAISO,2020-08-01,30,18,86390000,Rua Otavio Rodrigues Ferreira Filho,1110,410360,2,0,
3123,Lar Menino Jesus Curitiba,2021-10-01,20,84,81230162,Rua Luiz Ronaldo Canalli,2901,410690,2,150,2021-11-09T09:53:14
1171,HOSPITAL UNIVERSITARIO REGIONAL DO NORTE DO PARANA - CENTRO CIRÚRGICO- LONDRINA,2021-01-07,10,111,86038350,Avenida Robert Koch,60,411370,2,0,
1178,TECNOTAM EMBALAGENS INDUSTRIAIS LTDA.,2021-02-01,105,67,83650000,"Rodovia 277, Nova Serrinha",0,410230,2,0,
1169,Rancho do Leite - Quatro Pontes,2021-01-25,15,52,85940000,Rua Uruguaiana,320,412085,2,0,
675,Nosso Lar Comunidade do idoso - Almirante Tamandaré,2021-01-11,72,7,83595616,R. Travessa Nosso Lar,90,410040,2,713,
1175,Casa de Repouso Lar Recanto Feliz - Campo Largo,2021-01-30,29,7,83605350,Rua Affonso Guimarães,720,410420,2,747,
361,FREIRE SILVA INSTIT IDOSOS - PIRAQUARA,,0,7,,,0,411950,2,1069,
1155,Associação Beneficente BEIT ABBA - Toledo,2021-01-31,48,0,85902600,"Rodovia PR-317 Km2,8",0,412770,2,0,
187,FRIMESA LATICINIO MATELANDIA,2020-07-15,323,49,85887000,Estrada Waldemar Justen,1157,411560,2,0,
1173,CONFECÇÕES WHISKY - SANTA IZABEL DO OESTE,2021-02-04,91,46,85650000,Rua Pau Brasil - Área Industrial,70,412380,2,0,
1156,DALCOMAD- COMPENSADOS E PORTAS LTDA,2021-01-21,4,97,84640000,RUA ANGELO ALBINO BERTOLETTI,0,410290,2,0,
1177,Secretaria de Educação  de Guaira,2021-01-31,23,42,85980000,"Martin luther king, centro",60,410880,2,0,
1179,Guarda Municipal de Guaira- Pr,2021-02-01,9,125,85980000,Francisco Murtinho - Vila Velha,413,410880,2,0,
1172,ASILO SAO FRANCISCO DE ASSIS,2021-02-04,80,7,86430000,AV FREI GUILHERME MARIA,0,412410,2,1114,
1174,HOSPITAL CANCÊR DE LONDRINA,2021-02-10,77,111,86015520,Rua Lucilla Ballalai,212,411370,2,0,
1157,RANDA INSUSTRIA E COMÉRCIO DE PORTAS E COMPENSADOS LTDA,2021-01-18,6,97,84640000,RUA ANGELO ALBINO BERTOLETTI,425,410290,2,0,
1165,6ª REGIONAL DE SAÚDE - HOSPITAL SÃO VICENTE DE PAULA,2021-02-10,5,111,84640000,,1319,410290,2,0,
1448,02º RS Arte e Cuidar - Curitiba,2020-11-22,35,7,81210220,Rua Paulo Gorski,1980,410690,2,799,
929,AVENORTE CIANORTE 2,2020-11-27,3000,1,87200000,"Estrada para Fécula, KM 04",0,410550,1,0,
38,LAR - MATELANDIA,2020-05-16,7000,1,85887000,BR 277 KM 653,8,411560,2,0,
1180,Coopavel Cooperativa Agroindustrial - CASCAVEL,2021-02-03,5000,1,85818560,Rodovia BR-277 km852,0,410480,2,0,
1181,Lar Cooperativa Agroindustrial - CASCAVEL,2021-02-05,4300,1,85814800,"Estrada para Cafelândia, Km 08 S/N Zona Rural S/N",0,410480,2,0,
1159,Lar dos Idosos e Assistencial Eben Haezer - CASTRO,2021-02-08,29,7,84177046,Rua Juliana,203,410490,2,766,
1166,ILPI - GUAPOREMA,2021-02-03,19,7,87810000,Rua Para,562,410910,2,938,
1160,14ª GTFOODS ,2020-12-09,1000,1,87780000,"Rodovia PR 492 Km 29,",0,411800,2,0,
29,SANTA CASA - IRATI,2020-05-25,452,2,84500000, R. Zeferino Bittencourt,1111,411070,2,0,
345,ARTEMANEL INDUSTRIA E COMERCIO DE ARTEFATOS DE MADEIRA TORNEADA,,8,6,84615000,RUA MIGUEL HOLOWKA ,176,412030,2,0,
1773,MERCADO BARATAO - TEIXEIRA SOARES,2021-05-01,13,18,84530000,RUA PRAÇA PADRE FIDELIS,0,412700,2,0,
362,OASIS - PIRAQUARA,,0,7,,,0,411950,2,1071,
1183,INFRAERO EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA,2021-01-10,219,150,83010900,Avenida Rocha Pombo - Águas Belas,0,412550,2,0,
44,NEFRONOR - CORNÉLIO PROCÓPIO,2020-06-04,14,2,86300000,Nossa Senhora do Rocio,154,410640,2,0,
497,SANTA CASA DE BANDEIRANTES (2° SURTO),2020-08-31,160,2,86360000,AVENIDA ADELINA MENEGUEL RANDO,1489,410240,2,0,
1399,FARMÁCIA 8ª REGIONAL DE SAÚDE - FRANCISCO BELTRÃO,2021-02-10,9,2,85601020,Rua Vereador Romeu Lauro Werlang,521,410840,2,0,
1467,22RS - MATO RICO - CASA LAR DE IDOSOS SÃO FRANCISCO DE ASSIS,2021-03-05,10,7,85240000,RUA DAS ORQUÍDEAS,0,411573,2,1023,
1465,Ceebja Professora Joaquina Mattos Branco  - CASCAVEL,2021-03-16,894,39,85816540,Avenida Rocha Pombo,1936,410480,2,0,
1470,BARRAGEM COPEL - VERÊ,2021-02-11,285,164,85585000,Presidente Kennedy - Zona Rural,0,412860,2,0,
1468,6ª RS TABOCAS SÃO MATEUS DO SUL,2021-03-08,18,5,83900000,RUA JOSE CAETANO FERREIRA JUNIOR S/N,0,412560,2,0,
140,CAIXA ECONÔMICA FEDERAL - BANDEIRANTES,2020-06-19,27,16,86360000,Avenida Bandeirantes,779,410240,2,0,
1469,GLADSON BRANDELEIRO - SANTA IZABEL DO OESTE,2021-03-04,4,124,85650000,RUA GUAJUVIRA - BAIRRO SANTO ANTONIO,1123,412380,2,0,
1466,CONSTRULAR MATERIAL DE CONSTRUÇÃO - CONSELHEIRO MAIRINCK,2021-03-05,10,96,86480000,RUA SETE DE SETEMBRO,207,410610,2,0,
3309,ILPI - CAMBARA,,0,7,,,0,410360,1,0,2022-01-26T11:11:47
1529,21ªRS -RESTAURANTE BOM GOSTO- TELÊMACO BORBA,2021-03-30,5,8,84261060,Avenida Paraná,695,412710,2,0,
1784,Unidade de acolhimento Asilo São Vicente de Paulo,2021-05-03,39,7,84940000,rua alagoas,2229,412660,2,323,
3007,15ª RS DEPÓSITO DA FARMÁCIA FARMAPAULA - MARINGA,2021-09-01,16,201,87070125,Estrada Araçá,2047,411520,2,0,2021-09-27T18:52:32
1764,20ªRS  HB- Pato Bragado,2021-04-22,8,168,85948000,Rua willy Barth,3208,411845,2,0,
1770,ILPI Arte e Cuidar Curitiba - Unidade Benedito Cotolengo,2021-04-19,37,7,81220310,Rua José Benedito Cottolengo,830,410690,2,799,
550,LAR SÃO ROQUE - NOVA AURORA,2020-08-28,44,7,85410000,Rua Londrina,31,411670,2,1026,
586,IGREJA EVANGELICA - RANCHO ALEGRE,2020-09-06,25,34,86290000,RUA BAHIA,149,412130,2,0,
1783,LAR SAO VICENTE DE PAULO - SANTANA DO ITARARE,2021-05-03,33,7,84970000,,0,412400,2,1315,
342,DONA ALDA INDÚSTRIA DE ALIMENTOS - BOM SUCESSO DO SUL,2020-07-31,55,6,85515000,Rodovia PR 493,0,410322,2,0,
348,BANCO SICREDI - IVAIPORÃ,2020-07-22,21,16,86870000,AVENIDA BRASIL,615,411150,2,0,
552,VIA LÁCTEOS TRANSPORTES- EIRELI,2020-09-11,10,48,,AV BORGES DE MEDEIROS,1257,411560,2,0,
546,DELEGACIA DE POLICIA DE CAMBARA,2020-09-01,140,80,86390000,RUA BENJAMIM CONSTANT,1155,410360,2,0,
543,SITIO BOM JESUS - SÃO SEBASTIÃO DA AMOREIRA,2020-08-22,0,54,86240000,SITIO BOM JESUS,0,412600,2,0,
788,IGREJA EVANGÉLICA VERDADE - CORNÉLIO PROCÓPIO,2020-10-13,12,34,86300000,RUA BENTO FERRAZ DE CAMPOS,492,410640,2,0,
641,RADIO DIFUSORA DO XISTO - RDX - FM,2020-11-20,12,100,83900000,"RUA ULLISSES FARIAS, N 1077",1077,412560,2,0,
1769,20ªRS Vadson Móveis- Guaira,2021-04-25,13,52,85980000,"Rua Ferdinando André Morra  nº 80 , Parque Industrial ",80,410880,2,0,
314,INCOL NOVA LONDRINA,2020-08-02,100,6,87970000,AV. LONDRINA ,0,411710,2,0,
366,NUTRIPLAN - CASCAVEL,2020-06-08,200,3,85818560,Rodovia BR-277,582,410480,2,0,
566,PAID - CASCAVEL,2020-08-20,35,87,85805000,Avenida Tancredo Neves,777,410480,2,0,
551,SECRETARIA MUNICIPAL DE SEGURANÇA E TRANSITO DE TOLEDO,2020-08-05,153,42,85906150,Rua São Paulo,750,412770,2,0,
312,PLUMA- CRUZEIRO DO IGUAÇU,2020-07-25,45,66,85598000,PR 473,0,410657,2,0,
316,CASA DE CUSTÓDIA DE PIRAQUARA -CCP,2020-07-31,1700,10,83304240,Rua Isídio Alves Ribeiro,0,411950,2,1223,
322,HOSPITAL SAO LUCAS - CAMPO LARGO,2020-06-22,350,2,83601050,Rua Generoso Marques,2022,410420,2,0,
372,PROJETO PUMA II - ENESA ENGENHARIA S/A,2020-07-15,526,4,84350000,Fazenda Apucarana Grande,0,411730,2,0,
1765,COLÉGIO COOPERMUNDI - DOIS VIZINHOS,2021-04-21,234,39,85660000,Rua Pres. Costa e Silva - Alto da Colina,465,410720,2,0,
1722,21º RS - MSE PROJETO PUMA II - TELEMACO BORBA,2021-04-26,5,4,84350000,PROJETO PUMA - ORTIGUEIRA,0,412710,2,0,
1776,6ª RS - MERCADO MAGNABOSCO BITURUNA,2021-04-29,3,18,84640000,Av Dr Oscar gayer,246,410290,2,0,
1777,6ªRS - WR COMPENSADOS BITURUNA,2021-05-02,4,180,84640000,ZONA RURAL LINHA ROSÁRIO,0,410290,2,0,
1785,UPA COVID - IRATI,2021-05-02,11,182,84500000,rua das grevilhas,0,411070,2,0,
1786,PROVOPAR - IRATI,2021-04-26,7,183,84500000,"RUA DONA NOCA, CENTRO ",0,411070,2,0,
1947,11ª RS M J Dias e Lima,2021-05-03,22,139,87360000,Rua 19 de Dezembro,2019,410860,2,0,
1772,GT Foods - Sao Manoel do Paraná,2021-04-01,140,1,87215000,"ESTRADA ÁGUA CLARA , s/n LOTE 449",449,412555,2,0,
1564,21º RS - Frísia Cooperativa Agroindustrial - Tibagi ,2021-04-06,6,83,84300000,Rua Ernesto Kugler,2815,412750,2,0,
1768,02° RS Casa de acolhimento 1 MENINAS,2021-04-20,34,84,83703080,Rua Capitão Leonardo Graziano,302,410180,2,0,
1767,POLPASUL JAPURÁ,2021-04-23,35,176,87225000,"PR0498 , KM 3 , ZONA RURAL",0,411240,2,0,
1778,20RS  ALGOMIX AGROINDUSTRIAL LTDA - Ouro Verde do Oeste,2021-04-15,70,3,85933000,"ROD  PR 317 - KM 15, FAZENDA SANTA ROSA",0,411745,2,0,
1780,ASILO SAO VICENTE DE PAULO - JACAREZINHO,2021-05-03,60,7,86400000,AV GETULIO VARGAS,0,411180,2,955,
1781,DELEGACIA DE POLICIA DE JACAREZINHO,2021-05-03,150,80,86400000,R Coronel Batista,15,411180,2,1281,
2293,02ª RSM Cuidados de Anjos - Colombo,2021-05-07,27,7,83405370,Rua Emílio Arzua,62,410580,2,1321,
2326,BELAGRICOLA - TEIXEIRA SOARES,2021-05-22,25,3,84530000, Rodovia PR 438 km28,0,412700,2,0,
1766,MIOLAR ALIMENTOS - DOIS VIZINHOS,2021-04-14,97,1,85660000,Rua Laudelino Miola - Zona Rural,2000,410720,2,0,
2359,22ª RS - Empresa Tabocas - Candido de Abreu,2021-06-01,600,164,84470000,,0,410440,2,0,
381,PLASTILIT TUBOS E CONEXOES,,0,6,83820023,Avenida das Américas,1321,410765,2,0,
153,PENITENCIÁRIA ESTADUAL DE PIRAQUARA,2020-04-27,1300,10,83304240,"Rua Isídio Alves Ribeiro, s/nº",0,411950,2,1233,
218,UNIMED PALOTINA,2020-07-10,39,2,85950000,"rua Monteiro Lobato, 602",10,411790,2,0,
3310,ILPI - JOAQUIM TAVORA,,0,7,,,0,411280,1,0,2022-01-26T11:12:07
1208,06ª REGIONAL DE SAÚDE - TABOCAS CRUZ MACHADO,2021-02-17,12,153,84620000,Rua Emiliano Perneta,0,410680,2,0,
1205,18ª RS - PÃO SUAVE SABOR LTDA (PANUTRI) - SAPOPEMA,2021-02-12,36,30,84290000,AVENIDA MANUEL RIBAS ,732,412620,2,0,
1202,09ª REGIONAL DE SAÚDE-FOZ DO IGUAÇU,2021-02-08,94,82,85851040,Rua Santos Dumont,460,410830,2,0,
1201,SOS GUARAPUAVA AIRTON HAENISCH,2021-02-16,55,7,85015030,Rua Generoso de Paula Bastos,2245,410940,2,941,
1186,14ª QUERENCIA DO NORTE - Igreja Só o Senhor é Deus,2021-02-04,50,34,87930000,RUA ERNO KOCHEMBORGER,1351,412100,2,0,
337,UNIDADE DE ATENDIMENTO RESPIRATORIO -CORNELIO PROCOPIO,2020-08-07,23,2,86300000,Rua Atílio Bressan,109,410640,2,0,
1193,LATICINIO CAROLINA - RIBEIRÃO CLARO,2020-12-15,367,49,86410000,RUA BENJAMIM CONSTANT,840,412180,2,0,
425,SPAGOLLA MATERIAIS DE CONTRUCAO - SANTA MARIANA,2020-08-07,33,4,86350000,PRACA GETULIO VARGAS,220,412390,2,0,
401,Sicoob - Agencia Bancaria - Palotina,2020-08-06,10,16,85950000,Avenida Presidente Kennedy 450 Centro,4,411790,2,0,
451,CEASA,2020-07-08,409,88,85864000,Avenida Juscelino Kubitschek,1254,410830,2,0,
452,CORREIOS- CENTRO DE DISTRIBUIÇÃO ITAIPU,2020-07-08,41,89,,"Av. Juscelino Kubistschek, Vila Portes",2922,410830,2,0,
450,MERCADO GISELE ,2020-06-20,172,18,85854240,Rua Água-marinha,1259,410830,2,0,
406,CEDIT SAO MIGUEL DO IGUACU,2020-08-07,10,2,85877000,rua santa catarina ,277,412570,2,0,
453,WIZARD- CAREAGA & CIA LTDA,2020-07-25,29,90,85857620,Avenida Pôr do Sol,1614,410830,2,0,
448,USF PACAEMBU - CASCAVEL,2020-06-21,30,57,85816570,Avenida Corbélia,0,410480,2,0,
400,CAPS AD - CORNELIO PROCOPIO,2020-08-18,30,2,86300000,AVENIDA XV DE NOVEMBRO,0,410640,2,0,
421,17 REGIONAL DE SAUDE DE LONDRINA,2020-08-21,60,82,86010420,Rua Piauí,75,411370,2,0,
399,CENTRAIS DE ABASTECIMENTO DO PARANA - CEASA LONDRINA,2020-07-01,500,23,86031770,Avenida Brasília,1000,411370,2,0,
398,CRESLON - CENTRO DE REINTEGRAÇÃO SOCIAL DE LONDRINA,2020-07-01,600,7,86027550,Rua Santa Marta,427,411370,2,1197,
442,USF BRASMADEIA - CASCAVEL,2020-05-21,40,57,85814230,Rua Bocaiuva do Sul,700,410480,2,0,
443,SETOR CONTROLE DE ENDEMIAS - CASCAVEL,2020-05-07,180,87,85810020,Rua General Osório,2033,410480,2,0,
1065,CAPELA SÃO JOSÉ DO OPERÁRIO - FRATERNIDADE O CAMINHO,2020-12-05,7,34,85867318,Avenida Tancredo Neves,2211,410830,2,0,
327,SUPERMERCADO IRANI AVENIDA BRASIL - CASCAVEL,2020-06-04,368,18,86816290,Avenida Brasil,1479,410480,2,0,
407,GLOBO AVES - CASCAVEL,2020-06-14,350,3,85813450,Rodovia BR-467,3,410480,2,0,
367,CONSORCIO INTERMUNICIPAL SAMU (CONSAMU) - CASCAVEL,2020-06-12,150,2,85805010,Rua Uruguai,283,410480,2,0,
409,CEONC (HOSPITAL DO CANCER) - CASCAVEL,2020-06-08,150,2,85802080,Rua Souza Naves,3248,410480,2,0,
445,UBS ACLIMAÇÃO - CASCAVEL,2020-06-24,40,57,85807060,Rua Recife,3596,410480,2,0,
447,ESCRITÓRIO VIP - CASCAVEL,2020-07-30,30,64,85801031,Rua Rio de Janeiro,1887,410480,2,0,
789,SUPERMERCADO SUPERUBIALLI - QUEDAS DO IGUAÇU,2020-11-06,96,18,85460000,Praça São Pedro,1006,412090,2,0,
436,Casa de Custódia de São José dos Pinhais - CCSJP,2020-08-17,1200,65,83060500,Rua Sebastiana Santana Fraga,427,412550,2,1244,
373,PROJETO PUMA II - IRMÃOS PASSAÚNA,2020-07-15,609,4,84350000,Fazenda Apucarana Grande,0,411730,2,0,
1190,CONSTRUTORA TRIUNFO S/A - Cornélio Procópio ,2021-02-16,300,4,86300000,"Rua: C quadra 7, lote 3 - Parque Industrial Domingos Soares",0,410640,2,0,
1210,Chá revelação  Marina Micharki - SÃO JOÃO DO TRIUNFO,2021-02-10,30,143,84150000,Coxilhao do Meio - Zona rural,0,412510,2,0,
1200,ESCOLA MUNICIPAL HELENA OLEK - IRATI,2021-02-09,570,39,84500000,"RUA 19 DE DEZEMBRO, CENTRO",36,411070,2,0,
1204,ALDEIA INDÍGENA RIO DA AREIA,2021-01-18,90,63,,INACIO MARTINS,0,411020,2,0,
1192,ILPI LAR FASES E VIDA - SANTO ANTÔNIO DO SUDOESTE,2021-02-12,38,7,85710000,Linha Cerro Negro,0,412440,2,1115,
1199,ESCOLA MUNICIPAL CARLOS GOMES,2021-02-04,26,39,,"Rua Alameda Puntal,184, Campos ",184,410830,2,0,
1188,11ª RS PREFEITURA MUNICIPAL DE UBIRATA,2021-02-11,49,15,85440000,AVENIDA NILZA DE OLIVEIRA PIPINO,1852,412800,2,0,
1212,CARTÓRIO DE REGISTRO CIVIL - RONDON,2021-02-14,5,113,87800000,Av Espanha,1645,412260,2,0,
1187,Centro de Saúde Lidia Boll - Nova Santa Rosa,2021-01-30,54,121,85930000,Rua Guarani,581,411722,2,0,
1209,Aniversario Pedro Caetano - SÃO JOÃO DO TRIUNFO,2021-02-10,50,143,84150000,PR 151 Guaiaca,0,412510,2,0,
1195,A LESCHUK VIVEIRO REFLORESTADORA - GUARAPUAVA,2021-02-17,70,152,,RUA SATURNINO VARELA,396,410940,2,0,
1207,Hospital do Coração Nossa Senhora da Salete II - Cascavel,2021-02-10,11,111,85810080,Rua Carlos de Carvalho,4181,410480,2,0,
1211,Bionova Solar - Nova Aurora,2021-02-10,22,69,85410000,Avenida São Luiz,1275,411670,2,0,
1189,SESC -Cornélio Procópio,2021-02-16,43,39,86300000,Av. Nossa Senhora do Rocio - Centro  ,696,410640,2,0,
1197,Terra indígena Barão de Antonina,2021-02-16,491,63,86270000," Unnamed Road, Zona Rural, São Jerônimo da Serra - PR, ",0,412470,2,0,
1206,18ª RS - MADEIREIRA CRISTINA - SAPOPEMA,2021-02-09,30,141,84290000,PARQUE INDUSTRIAL,0,412620,2,0,
1203,COLÉGIO ESTADUAL JARDIM ALEGRE - TELÊMACO BORBA,2021-02-12,4,90,84268480,RUA ACÁCIA,195,412710,2,0,
1198,BOM SUCESSO DO SUL - CENTRO MUNICIPAL DE SAÚDE,2021-02-11,52,57,85515000,Rua ignacio Drancka,191,410322,2,0,
1214,COLÉGIO HERCILIO BOENO DE CAMARGO,2021-02-12,43,39,85555000,Rua Olímpio Carvalho de lima,85,411760,2,0,
1185,14ª QUERENCIA DO NORTE -  V.S.A. Confecções Ltda ,2021-01-18,50,151,87930000,AVENIDA NORMAN PROCHET,1257,412100,2,0,
1213,GARAGEM MUNICIPAL - JOAQUIM TAVORA,2021-02-16,78,42,86455000,RUA DR LINCON GRAÇAS,0,411280,2,0,
1196,ALDEIA INDÍGENA MOCOCA ,2021-02-03,20,63,84350000,ALDEIA MOCOCA - ORTIGUEIRZA,0,411730,2,0,
3174,SANTA CASA DE IRATI,2022-01-02,290,111,84500000, R. Zeferino Bittencourt,1111,411070,2,0,2022-01-07T09:20:25
1075,LAR DOS IDOSOS CAIBAR SCHUTEL - ROLANDIA,2021-01-19,46,7,86604026,Rua Platina,4,412240,2,1106,
1471,02º RS Premier Casa de Repouso - Curitiba,2020-10-22,9,7,80045715,José de Alencar,1186,410690,2,1322,
1473,02º RS Casa de Idosos Viva a Vida - Curitiba,2020-06-03,4,7,82320010,Avenida Vereador Toaldo Túlio,1567,410690,2,1324,
1474,02º RS  Casa de Repouso Água Verde - Curitiba,2020-11-09,10,7,80620310,Rua Otávio Francisco Dias,660,410690,2,1325,
1163,14ª PREFEITURA MUNICIPAL DE PSO DO NORTE,2021-01-15,54,15,87780000,,1041,411800,2,0,
454,CASA DE PASSAGEM MÃO AMIGA,2020-08-15,41,81,85856300,Rua Henrique Alberto Pepin,527,410830,2,0,
1164,USINA DE BENEFICIAMENTO DE LEITE - BOM SUCESSO DO SUL,2021-02-05,171,49,85515000,"ROD PR 0918, KM06",0,410322,2,0,
1153,ALDEIA INDÍGENA TEKOHA ANETETE - diamante do Oeste,2020-06-27,320,63,85896000,ALDEIA INDÍGENA TEKOHA ANETETE,0,410715,2,0,
1491,6ª RS RESTAURANTE VITÓRIA - SMS,2021-02-20,5,8,83900000,RUA RODOLFO WOLF VILA AMARAL,151,412560,2,0,
338,LAR JAYME WATT LONGO - BELA VISTA DO PARAISO,2020-08-03,70,7,86130000,RUA ROMÁRIO MARTINS,47,410280,2,734,
2296,02ª RSM Lar Adelaide - Pinhais,2021-05-17,68,7,83323290,Avenida Ayrton Senna da Silva,2700,411915,2,1058,
13,QUEBEC - CEL DOMINGOS SOARES,2020-05-20,291,4,85557000,Zona Rural Linha Iratim,0,410645,2,0,
1475,14ªRS Hemonucleo de Paranavaí,2021-03-22,20,165,87702090,Rua Rio Grande do Sul,2390,411840,2,0,
1284,6ª REGIONAL DE SAÚDE - CENTRO DE SAÚDE DE PORTO VITÓRIA,2021-02-24,3,57,84615000,RUA ERMINIO MOSER,0,412030,2,0,
1502,USINA SANTA TEREZINHA - CIDADE GAÚCHA 2,2021-03-09,1100,33,87810000,"Rodovia PR 82, km 307 e 770 metros",0,410560,1,0,
1482,09º RS Associação Casa Família Maria Porta do Céu ,2021-03-05,39,142,85867150,Avenida Curitiba,4,410830,2,165,
1499,NOVILHO NOBRE - BALSA NOVA COMÉRCIAL DE ALIMENTOS EIRELE,2021-03-17,57,93,83650000,"BR 277, KM 121 S/Nº",0,410230,2,0,
1483,PANIFICADORA SAO TIAGO - IRATI,2021-03-12,6,30,84500000,R. Dezenove de Dezembro,65,411070,2,0,
424,Unidade de acolhimento casa lar de Guaíra,2020-08-16,32,84,85980000,"Rua comandante Moraes Rego, centro",490,410880,2,451,
528,CONTABILIDADE - PREFEITURA DE CORONEL VIVIDA,2020-08-31,6,15,85550000,PRAÇA ANGELO MEZZONO,0,410650,2,0,
533,DELEGACIA DE MALLET,2020-08-31,25,80,84570000,RUA MAJOR ESTEVAN,433,411390,2,0,
501,AMAFIL - CIANORTE,2020-08-08,467,93,87213000,Estrada para Cianorte - São Lourenço,294,410550,2,0,
506,PREFEITURA MUNICIPAL DE IVAIPORÃ,2020-07-29,852,15,86870000,RUA RIO GRANDE DO NORTE,1000,411150,2,0,
510,ALEGRA FOODS - CASTRO,2020-08-08,1637,1,84165000,Distrito Industrial/ Caxambu,0,410490,2,0,
507,UPA CABO DIEGO MEDIANEIRA,2020-08-26,82,2,85884000,"AVENIDA BRASIL, ITAIPU",0,411580,2,0,
496,SERVIÇO AUTONOMO DE AGUA E ESGOTO DE BANDEIRANTES,2020-08-25,0,27,86360000,RUA TIRANTES,2005,410240,2,0,
