table_name,column_name,udt_name
core_user,last_name,varchar
core_user,reset_triggered,int8
core_user,password,varchar
core_user,ldap_auth,bool
core_user,updated_at,timestamp
core_user,reset_token,varchar
core_user,is_active,bool
core_user,password_salt,varchar
core_user,sso_source,varchar
core_user,is_superuser,bool
core_user,id,int4
core_user,login_attributes,text
core_user,locale,varchar
core_user,is_qbnewb,bool
core_user,date_joined,timestamptz
core_user,google_auth,bool
core_user,last_login,timestamptz
covid19,sintomas___8,text
covid19,sintomas___10,text
covid19,sintomas___11,text
covid19,sintomas___13,text
covid19,sintomas___14,text
covid19,sintomas___15,text
covid19,sintomas___16,text
covid19,sintomas___17,text
covid19,obito,text
covid19,classi_fim,text
covid19,criterio,text
covid19,auto_clas_final,text
covid19,class_lab,text
covid19,outro_v_rus_metagen,text
covid19,result_metagen,text
covid19,local_metagenomica,text
covid19,enviou_metagen,text
covid19,res_ncov,text
covid19,outro_especific_4,text
covid19,result_lrn_2,text
covid19,outro_especific_3,text
covid19,result_lrn,text
covid19,qual_lrn,text
covid19,outro_especific_2,text
covid19,result_lacen_2,text
covid19,tipo_leito,varchar
covid19,raio_x_torax,varchar
covid19,dt_nasc,date
covid19,mialgia,varchar
covid19,dt_febre,date
covid19,outro_especific,text
covid19,result_lacen,text
covid19,tempo_resultado,text
covid19,nome_lab,text
covid19,coletou_amostra,text
covid19,ficha_de_notificao_para_casos_suspeitos_de_novo_co_complete,text
covid19,class_previa,text
covid19,latitude,text
covid19,data_hospit,date
covid19,data_alta,date
covid19,longitude,text
covid19,data_isola,date
covid19,email_notificador,text
covid19,data_ida_wuhan,date
covid19,data_volta_wuhan,date
covid19,data_ida_outro,date
covid19,data_volta_outro,date
covid19,data_chegada_brasil,date
covid19,data_coleta,date
covid19,data_recebe_amostra,date
covid19,dt_result,date
covid19,dt_receb_lrn,date
covid19,dt_result_lrn,date
covid19,telefone_notificador,text
covid19,prof_not,text
covid19,nome_not,text
covid19,dt_result_metagen,date
covid19,uso_antiviral,varchar
covid19,unidade_not,text
covid19,municipio_hospital,varchar
covid19,dt_obito,date
covid19,dt_encerra,date
covid19,munnot,text
covid19,estado,text
covid19,origem_not,text
covid19,contato_animais,text
covid19,ocupacao_outros,text
covid19,ocupacao,text
covid19,unidade_saude_exp_dados,text
covid19,exposicao_unidade_saude,text
covid19,fonte,text
covid19,local_contato_outro2,text
covid19,local_contato_confirm___5,text
covid19,local_contato_confirm___4,text
covid19,local_contato_confirm___3,text
covid19,local_contato_confirm___2,text
covid19,local_contato_confirm___1,text
covid19,contato_confirm,text
covid19,local_contato_outro,text
covid19,local_contato___5,text
covid19,local_contato___4,text
covid19,local_contato___3,text
covid19,local_contato___2,text
covid19,local_contato___1,text
covid19,contato_suspeito,text
covid19,contato,text
covid19,deslocamento,text
covid19,outro_local_descritivo,text
covid19,viagem_outro_local,text
covid19,wuhan,text
covid19,viagem,text
covid19,amostra,text
covid19,sit_saude,text
covid19,vent_mec,text
covid19,nome_hospit,text
covid19,cnes_hospital,varchar
covid19,obesidade,varchar
covid19,internacao_sus,varchar
covid19,hospit,text
covid19,morbidades___9,text
covid19,morbidades___8,text
covid19,morbidades___7,text
covid19,morbidades___6,text
covid19,morbidades___5,text
covid19,morbidades___4,text
covid19,morbidades___3,text
covid19,morbidades___2,text
covid19,morbidades___1,text
covid19,outros_sinais,text
covid19,temperatura,text
covid19,sinais___9,text
covid19,sinais___8,text
covid19,puerperio,varchar
covid19,tomografia,varchar
covid19,co_seq_examereq,text
covid19,requisicao,text
covid19,dados_laboratoriais_e_classificao_final_do_caso_complete,text
covid19,sinais___7,text
covid19,sinais___6,text
covid19,sinais___5,text
covid19,sinais___4,text
covid19,sinais___3,text
covid19,sinais___2,text
covid19,dt_notifica,date
covid19,record_id,int8
covid19,dag,text
covid19,semnot,text
covid19,sus,text
covid19,cpf,text
covid19,nome,text
covid19,sexo,text
covid19,gestante,text
covid19,trimestre,text
covid19,idade,text
covid19,fxetaria,text
covid19,mae,text
covid19,nacionalidade,text
covid19,outra_nacionalidade,text
covid19,resid_brasil,text
covid19,sinais___1,text
covid19,pais_resid,text
covid19,remedio,text
covid19,outros_sintomas,text
covid19,regiao_resid,text
covid19,sintomas___12,text
covid19,sintomas___24,text
covid19,sintomas___23,text
covid19,sintomas___22,text
covid19,uf_resiid,text
covid19,munres,text
covid19,sintomas___21,text
covid19,sintomas___20,text
covid19,municipio_resid,text
covid19,tel_paciente,text
covid19,endereco,text
covid19,cep_resid,text
covid19,sintomas___1,text
covid19,sintomas___2,text
covid19,sintomas___3,text
covid19,sintomas___19,text
covid19,sintomas___18,text
covid19,sintomas___4,text
covid19,sintomas___5,text
covid19,sintomas___6,text
covid19,sintomas___7,text
covid19,sintomas___9,text
criterio_classificacao,criterio_classificacao,varchar
criterio_classificacao,id,int4
dashboard_favorite,user_id,int4
dashboard_favorite,id,int4
dashboard_favorite,dashboard_id,int4
dashboardcard_series,dashboardcard_id,int4
dashboardcard_series,id,int4
dashboardcard_series,position,int4
dashboardcard_series,card_id,int4
data_migrations,id,varchar
data_migrations,timestamp,timestamp
data_type_privileges,object_catalog,name
data_type_privileges,dtd_identifier,name
data_type_privileges,object_name,name
data_type_privileges,object_type,varchar
data_type_privileges,object_schema,name
databasechangelog,exectype,varchar
databasechangelog,deployment_id,varchar
databasechangelog,labels,varchar
databasechangelog,contexts,varchar
databasechangelog,liquibase,varchar
databasechangelog,tag,varchar
databasechangelog,comments,varchar
databasechangelog,description,varchar
databasechangelog,md5sum,varchar
databasechangelog,filename,varchar
databasechangelog,author,varchar
databasechangelog,id,varchar
databasechangelog,orderexecuted,int4
databasechangelog,dateexecuted,timestamp
databasechangeloglock,lockgranted,timestamp
databasechangeloglock,id,int4
databasechangeloglock,lockedby,varchar
databasechangeloglock,locked,bool
dependency,model_id,int4
dependency,model,varchar
dependency,dependent_on_model,varchar
dependency,dependent_on_id,int4
dependency,id,int4
dependency,created_at,timestamptz
dimension,human_readable_field_id,int4
dimension,created_at,timestamp
dimension,id,int4
dimension,type,varchar
dimension,name,varchar
dimension,updated_at,timestamp
dimension,field_id,int4
domain_constraints,is_deferrable,varchar
domain_constraints,domain_schema,name
domain_constraints,domain_catalog,name
domain_constraints,constraint_name,name
domain_constraints,initially_deferred,varchar
domain_constraints,constraint_catalog,name
domain_constraints,constraint_schema,name
domain_constraints,domain_name,name
domain_udt_usage,domain_schema,name
domain_udt_usage,domain_name,name
domain_udt_usage,domain_catalog,name
domain_udt_usage,udt_catalog,name
domain_udt_usage,udt_schema,name
domain_udt_usage,udt_name,name
domains,maximum_cardinality,int4
domains,udt_schema,name
domains,udt_name,name
domains,scope_catalog,name
domains,scope_schema,name
domains,scope_name,name
domains,dtd_identifier,name
domains,interval_precision,int4
domains,datetime_precision,int4
domains,numeric_scale,int4
domains,numeric_precision_radix,int4
domains,numeric_precision,int4
domains,character_octet_length,int4
domains,character_maximum_length,int4
domains,domain_catalog,name
domains,domain_schema,name
domains,domain_name,name
domains,data_type,varchar
domains,character_set_catalog,name
domains,character_set_schema,name
domains,character_set_name,name
domains,collation_catalog,name
domains,collation_schema,name
domains,collation_name,name
domains,interval_type,varchar
domains,domain_default,varchar
domains,udt_catalog,name
element_types,numeric_scale,int4
element_types,maximum_cardinality,int4
element_types,interval_precision,int4
element_types,dtd_identifier,name
element_types,scope_name,name
element_types,scope_schema,name
element_types,object_catalog,name
element_types,scope_catalog,name
element_types,udt_name,name
element_types,udt_schema,name
element_types,object_schema,name
element_types,object_name,name
element_types,object_type,varchar
element_types,collection_type_identifier,name
element_types,data_type,varchar
element_types,udt_catalog,name
element_types,domain_default,varchar
element_types,interval_type,varchar
element_types,character_set_catalog,name
element_types,collation_name,name
element_types,collation_schema,name
element_types,datetime_precision,int4
element_types,character_maximum_length,int4
element_types,collation_catalog,name
element_types,character_octet_length,int4
element_types,numeric_precision,int4
element_types,numeric_precision_radix,int4
element_types,character_set_name,name
element_types,character_set_schema,name
enabled_roles,role_name,name
equipe_monitoramento,nome_equipe,varchar
equipe_monitoramento,municipio,varchar
equipe_monitoramento,id,int2
equipe_monitoramento,status,int4
escolaridade,id,int2
escolaridade,escolaridade,varchar
estabelecimento,cnes,varchar
estabelecimento,estabelecimento,varchar
estabelecimento,municipio,varchar
estabelecimento,ibge,varchar
estado,sg_uf,varchar
estado,co_uf,varchar
estado,no_completo_uf,varchar
estado,no_uf,varchar
estrategia_laboratorial,id,int4
estrategia_laboratorial,valor,varchar
etnia,co_etnia_ms,int4
etnia,etnia,varchar
etnia,co_etnia,int4
evolucao,evolucao,varchar
evolucao,id,int4
evolucao_monitoramento,evolucao_monitoramento,varchar
evolucao_monitoramento,id,int4
exame,id,varchar
exame,exame,varchar
exame_metodo_resultado,termo_metodo,int4
exame_metodo_resultado,id_exame_metodo_resultado,int4
exame_metodo_resultado,termo_tipo,bpchar
exame_metodo_resultado,termo_resultado,int4
exame_metodo_resultado,termo_codigo,int4
exame_metodo_resultado,homologado,int4
expresso_liberado,nome,varchar
expresso_liberado,login,varchar
expresso_liberado,telefone,varchar
expresso_liberado,email,varchar
expresso_liberado,id,int8
falha_envio,status,int4
falha_envio,record_id,varchar
falha_envio,id_falha_envio,int8
falha_envio,data_cadastro,timestamp
falha_envio,mensagem,text
febre,febre,varchar
febre,id,int4
foreign_data_wrapper_options,option_name,name
foreign_data_wrapper_options,option_value,varchar
foreign_data_wrapper_options,foreign_data_wrapper_catalog,name
foreign_data_wrapper_options,foreign_data_wrapper_name,name
foreign_data_wrappers,foreign_data_wrapper_language,varchar
foreign_data_wrappers,foreign_data_wrapper_catalog,name
foreign_data_wrappers,foreign_data_wrapper_name,name
foreign_data_wrappers,authorization_identifier,name
foreign_data_wrappers,library_name,varchar
foreign_server_options,foreign_server_catalog,name
foreign_server_options,foreign_server_name,name
foreign_server_options,option_name,name
foreign_server_options,option_value,varchar
foreign_servers,foreign_data_wrapper_name,name
foreign_servers,authorization_identifier,name
foreign_servers,foreign_server_version,varchar
foreign_servers,foreign_server_type,varchar
foreign_servers,foreign_data_wrapper_catalog,name
foreign_servers,foreign_server_name,name
foreign_servers,foreign_server_catalog,name
foreign_table_options,option_value,varchar
foreign_table_options,option_name,name
foreign_table_options,foreign_table_schema,name
foreign_table_options,foreign_table_catalog,name
foreign_table_options,foreign_table_name,name
foreign_tables,foreign_table_catalog,name
foreign_tables,foreign_table_schema,name
foreign_tables,foreign_server_name,name
foreign_tables,foreign_table_name,name
foreign_tables,foreign_server_catalog,name
group_table_access_policy,id,int4
group_table_access_policy,attribute_remappings,text
group_table_access_policy,group_id,int4
group_table_access_policy,card_id,int4
group_table_access_policy,table_id,int4
hash_qrcode_resultado_gal,hash,varchar
hash_qrcode_resultado_gal,cpf,varchar
information_schema_catalog_name,catalog_name,name
informativo,arquivo,bytea
informativo,nome_arquivo,bpchar
informativo,id_informativo,int2
informativo,descricao,text
instituicao_ensino,uf,varchar
instituicao_ensino,nre,varchar
instituicao_ensino,municipio,varchar
instituicao_ensino,codigo_inep,varchar
instituicao_ensino,escola,varchar
instituicao_ensino,dependencia_administrativa,varchar
instituicao_ensino,localizacao,varchar
instituicao_ensino,localidade_diferenciada,varchar
instituicao_ensino,endereco,varchar
instituicao_ensino,telefone,varchar
instituicao_ensino,categoria_escola_privada,varchar
instituicao_ensino,etapas_modalidade_ensino_oferecidas,varchar
instituicao_ensino,outras_ofertas_educacionais,varchar
instituicao_ensino,apmf_cnpj,varchar
instituicao_ensino,id,int4
key_column_usage,table_name,name
key_column_usage,position_in_unique_constraint,int4
key_column_usage,column_name,name
key_column_usage,ordinal_position,int4
key_column_usage,constraint_name,name
key_column_usage,constraint_catalog,name
key_column_usage,constraint_schema,name
key_column_usage,table_catalog,name
key_column_usage,table_schema,name
label,name,varchar
label,slug,varchar
label,icon,varchar
label,id,int4
laboratorio_vacina,id,int4
laboratorio_vacina,laboratorio_produtor,varchar
local_contato,id,int4
local_contato,local_contato,varchar
local_contato_confirmado,id,int4
local_contato_confirmado,local_contato_confirmado,varchar
local_contato_suspeito,local_contato_suspeito,varchar
local_contato_suspeito,id,int4
local_surto,id,int4
local_surto,local_surto,varchar
log_api,data_received,json
log_api,user_logged,json
log_api,type,varchar
log_api,record_type,varchar
log_api,id,int4
log_api,created_at,timestamp
log_api,data_recorded,json
log_aws,ids_envio_ms,text
log_aws,data_inicio,timestamp
log_aws,data_envio,timestamp
log_aws,registros,int4
log_aws,id,int4
log_aws,status,varchar
log_aws,msg,text
log_aws,data_fim,timestamp
log_notificacao,inserted_date,timestamp
log_notificacao,application,varchar
log_notificacao,creator,varchar
log_notificacao,ip_user,varchar
log_notificacao,id,int4
log_notificacao,description,text
log_notificacao,action,varchar
log_notificacao,id_notificacao,int4
log_notificacao,username,varchar
metabase_database,metadata_sync_schedule,varchar
metabase_database,id,int4
metabase_database,updated_at,timestamptz
metabase_database,is_sample,bool
metabase_database,created_at,timestamptz
metabase_database,cache_field_values_schedule,varchar
metabase_database,engine,varchar
metabase_database,auto_run_queries,bool
metabase_database,is_on_demand,bool
metabase_database,is_full_sync,bool
metabase_database,caveats,text
metabase_database,points_of_interest,text
metabase_database,name,varchar
metabase_database,details,text
metabase_database,description,text
metabase_database,timezone,varchar
metabase_database,options,text
metabase_field,custom_position,int4
metabase_field,active,bool
metabase_field,fk_target_field_id,int4
metabase_field,preview_display,bool
metabase_field,position,int4
metabase_field,parent_id,int4
metabase_field,table_id,int4
metabase_field,name,varchar
metabase_field,display_name,varchar
metabase_field,updated_at,timestamptz
metabase_field,created_at,timestamptz
metabase_field,description,text
metabase_field,special_type,varchar
metabase_field,base_type,varchar
metabase_field,fingerprint_version,int4
metabase_field,visibility_type,varchar
metabase_field,points_of_interest,text
metabase_field,database_position,int4
metabase_field,last_analyzed,timestamptz
metabase_field,id,int4
metabase_field,caveats,text
metabase_field,fingerprint,text
metabase_field,has_field_values,text
metabase_field,database_type,text
metabase_field,settings,text
metabase_fieldvalues,updated_at,timestamptz
metabase_fieldvalues,human_readable_values,text
metabase_fieldvalues,values,text
metabase_fieldvalues,created_at,timestamptz
metabase_fieldvalues,field_id,int4
metabase_fieldvalues,id,int4
metabase_table,show_in_getting_started,bool
metabase_table,field_order,varchar
metabase_table,caveats,text
metabase_table,points_of_interest,text
metabase_table,schema,varchar
metabase_table,visibility_type,varchar
metabase_table,display_name,varchar
metabase_table,entity_type,varchar
metabase_table,entity_name,varchar
metabase_table,description,text
metabase_table,name,varchar
metabase_table,id,int4
metabase_table,db_id,int4
metabase_table,active,bool
metabase_table,updated_at,timestamptz
metabase_table,created_at,timestamptz
metodo,metodo,varchar
metodo,id,varchar
metric,created_at,timestamptz
metric,archived,bool
metric,id,int4
metric,updated_at,timestamptz
metric,description,text
metric,definition,text
metric,points_of_interest,text
metric,name,varchar
metric,table_id,int4
metric,show_in_getting_started,bool
metric,caveats,text
metric,creator_id,int4
metric,how_is_this_calculated,text
metric_important_field,field_id,int4
metric_important_field,id,int4
metric_important_field,metric_id,int4
monitoramento,data_ultimo_contato,timestamp
monitoramento,id_notificacao,int4
monitoramento,data_inicio,timestamp
monitoramento,uf,varchar
monitoramento,ibge,varchar
monitoramento,bairro,varchar
monitoramento,endereco,bpchar
monitoramento,cep,varchar
monitoramento,local_trabalho,varchar
monitoramento,usuario,int4
monitoramento,data_fim,timestamp
monitoramento,status,int4
monitoramento,cobertura_esf_acs,int4
monitoramento,equipe,int4
monitoramento,relacao_contato,int4
monitoramento,cnpj,varchar
monitoramento,ocupacao,int4
monitoramento,evolucao,int4
monitoramento,id,int4
monitoramento,classificacao_monitoramento,int4
monitoramento,numero,int4
monitoramento,data_encerramento,timestamp
monitoramento,cnes,varchar
monitoramento,outra_relacao_contato,varchar
monitoramento,enfermeiro,varchar
monitoramento,nome_acs,varchar
monitoramento,nome_esf,varchar
monitoramento,id_contato,int4
monitoramento_contato,febre,int4
monitoramento_contato,dor_garganta,int4
monitoramento_contato,temperatura,int4
monitoramento_contato,assintomatico,int4
monitoramento_contato,cefaleia,int4
monitoramento_contato,coriza,int4
monitoramento_contato,fadiga,int4
monitoramento_contato,tosse,int4
monitoramento_contato,perda_forca,int4
monitoramento_contato,diarreia,int4
monitoramento_contato,dia,int4
monitoramento_contato,sintomas,varchar
monitoramento_contato,descricao_outros_sintomas,varchar
monitoramento_contato,id,int4
monitoramento_contato,dispneia,int4
monitoramento_contato,perda_olfato,int4
monitoramento_contato,perda_paladar,int4
monitoramento_contato,pressao_torax,int4
monitoramento_contato,saturacao_o2,int4
monitoramento_contato,coloracao_labio,int4
monitoramento_contato,nauseas,int4
monitoramento_contato,vomitos,int4
monitoramento_contato,outros_sintomas,int4
monitoramento_contato,usuario,int4
monitoramento_contato,id_monitoramento,int4
monitoramento_contato,data_monitoramento,timestamp
monitoramento_contato,situacao,int4
municipio,co_municipio_com_digito,varchar
municipio,pop_10_14,int4
municipio,pop_5_9,int4
municipio,pop_0_4,int4
municipio,nu_longitude,varchar
municipio,pop_60_69,int4
municipio,co_regional,varchar
municipio,pop_80,int4
municipio,pop_50_59,int4
municipio,pop_40_49,int4
municipio,pop_30_39,int4
municipio,pop_20_29,int4
municipio,co_macro_reg,varchar
municipio,nu_latitude,varchar
municipio,no_municipio,varchar
municipio,co_municipio,varchar
municipio,pop_15_19,int4
municipio,pop_70_79,int4
municipio,populacao,int4
municipio,no_municipio_completo,varchar
municipio,co_uf,varchar
native_query_snippet,collection_id,int4
native_query_snippet,content,text
native_query_snippet,description,text
native_query_snippet,name,varchar
native_query_snippet,archived,bool
native_query_snippet,id,int4
native_query_snippet,creator_id,int4
native_query_snippet,updated_at,timestamptz
native_query_snippet,created_at,timestamptz
notificacao,id_externa,bpchar
notificacao,sexo,int4
notificacao,etnia,int4
notificacao,tipo_paciente,int4
notificacao,perda_olfato_paladar,int4
notificacao,possui_cpf,int4
notificacao,tipo_paciente_institucionalizado,int4
notificacao,instituicao_ensino,int4
notificacao,escolaridade,int4
notificacao,estrategia_laboratorial,int4
notificacao,lab_executor,varchar
notificacao,local_viagem,text
notificacao,descritivo_viagem,text
notificacao,local_contato_suspeito_descricao,text
notificacao,local_contato_confirmado_descricao,text
notificacao,instituicao,int4
notificacao,unidade_solicitante_gal,bpchar
notificacao,exame,varchar
notificacao,observacao,text
notificacao,paciente_institucionalizado,varchar
notificacao,cnpj_empresa,bpchar
notificacao,nome_empresa,bpchar
notificacao,cep_empresa,bpchar
notificacao,uf_empresa,bpchar
notificacao,ibge_empresa,bpchar
notificacao,logradouro_empresa,bpchar
notificacao,numero_empresa,bpchar
notificacao,bairro_empresa,bpchar
notificacao,opcoes_de_surto,int4
notificacao,lote_covid19_1a,varchar
notificacao,lote_covid19_2a,varchar
notificacao,data_vac_influenza,date
notificacao,data_confirmacao,timestamp
notificacao,frequentou_unidade_descricao,text
notificacao,uso_antiviral_descricao,text
notificacao,ibge_hospital,varchar
notificacao,uf_hospital,varchar
notificacao,nome_hospital,varchar
notificacao,cnes_hospital,varchar
notificacao,outras_morbidades,text
notificacao,nome_mae,varchar
notificacao,email_paciente,bpchar
notificacao,telefone_residencial_paciente,bpchar
notificacao,tomografia_descricao,text
notificacao,raiox_torax_descricao,text
notificacao,ocupacao_descricao,text
notificacao,telefone_paciente,varchar
notificacao,bairro_residencia,varchar
notificacao,pressao_torax,int4
notificacao,monitoramento_id,int4
notificacao,numero_residencia,varchar
notificacao,logradouro_residencia,varchar
notificacao,cep_residencia,varchar
notificacao,ibge_residencia,varchar
notificacao,uf_residencia,varchar
notificacao,paciente,varchar
notificacao,semana_epidemiologica,int4
notificacao,raca_cor,int4
notificacao,frequentou_unidade,int4
notificacao,contato_confirmado,int4
notificacao,contato_suspeito,int4
notificacao,historico_viagem,int4
notificacao,coleta_amostra,int4
notificacao,tabagismo,int4
notificacao,obesidade,int4
notificacao,puerperio,int4
notificacao,neoplasia,int4
notificacao,doenca_pulmonar,int4
notificacao,doenca_renal,int4
notificacao,infeccao_hiv,int4
notificacao,imunodeficiencia,int4
notificacao,sindrome_down,int4
notificacao,doenca_neurologica,int4
notificacao,doenca_hepatica,int4
notificacao,diabetes,int4
notificacao,hipertensao,int4
notificacao,doenca_cardiovascular,int4
notificacao,dispneia,int4
notificacao,tiragem_intercostal,int4
notificacao,saturacao_o2,int4
notificacao,asas_nasais,int4
notificacao,ganglios_linfaticos,int4
notificacao,manchas_vermelhas,int4
notificacao,dificuldade_deglutir,int4
notificacao,congestao_conjuntiva,int4
notificacao,congestao_nasal,int4
