id,value
9101,"Supervisores em serviços de reparaçăo e manutençăo de máquinas e equipamentos industriais, comerciais e residenciais"
9102,Supervisores em serviços de reparaçăo e manutençăo veicular
9109,"Supervisores de outros trabalhadores de serviços de reparaçăo, conservaçăo e manutençăo"
9111,"Mecânicos de manutençăo de bombas, motores, compressores e equipamentos de transmissăo"
9112,Mecânicos de manutençăo e instalaçăo de aparelhos de  climatizaçăo e refrigeraçăo
9113,Mecânicos de manutençăo de máquinas industriais
9131,Mecânicos de manutençăo de máquinas pesadas e equipamentos agrícolas
9141,Mecânicos de manutençăo aeronáutica
9142,Mecânicos de manutençăo de motores e equipamentos navais
9143,Mecânicos de manutençăo metroferroviária
9144,Mecânicos de manutençăo de veículos automotores
9151,Técnicos em manutençăo e reparaçăo de instrumentos de mediçăo e precisăo
9152,Restauradores de instrumentos musicais
9153,Técnicos em manutençăo e reparaçăo de equipamentos biomédicos
9154,Reparadores de equipamentos fotográficos
9191,Lubrificadores
9192,"Trabalhadores de manutençăo de roçadeiras, motoserras e similares"
9193,Mecânicos de manutençăo de bicicletas e equipamentos esportivos e de ginástica
9501,"Supervisores de manutençăo eletroeletrônica industrial, comercial e predial"
9502,Supervisores de manutençăo eletroeletrônica veicular
9503,Supervisores de manutençăo eletromecânica
9511,Eletricistas de manutençăo eletroeletrônica
9513,Instaladores e mantenedores de sistemas eletroeletrônicos de segurança
9531,"Eletricistas eletrônicos de manutençăo veicular (aérea, terrestre e naval)"
9541,"Instaladores e mantenedores eletromecânicos de elevadores, escadas e portas automáticas"
9542,Reparadores de aparelhos eletrodomésticos
9543,Reparadores de equipamentos de escritório
9911,Conservadores de vias permanentes (trilhos)
9912,Mantenedores de equipamentos de parques de diversőes e similares
9913,Reparadores de carrocerias de veículos
9914,Mantenedores de edificaçőes
9921,Trabalhadores elementares de serviços de manutençăo veicular
9922,Trabalhadores operacionais de conservaçăo de vias permanentes (exceto trilhos)
2231,Médicos clínicos
